,FREQUENC,GEO,TIME,ISCED11,AGE,SEX,UNIT,ACL00,Value
3064,At least once,Latvia,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,37.2
3065,At least once,Latvia,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,38.7
3066,At least once,Latvia,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,24.6
3067,At least once,Latvia,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,9.9
3068,At least once,Latvia,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,4.0
3069,At least once,Latvia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,67.9
3070,At least once,Latvia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,65.1
3071,At least once,Latvia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,28.0
3072,At least once,Latvia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,42.4
3073,At least once,Latvia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,27.4
3074,At least once,Latvia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,27.4
3075,At least once,Latvia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,11.3
3076,At least once,Latvia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,5.2
3077,At least once,Latvia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,1.2
3078,At least once,Latvia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,64.3
3079,At least once,Latvia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,61.1
3080,At least once,Latvia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,30.9
3081,At least once,Latvia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,53.1
3082,At least once,Latvia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,33.0
3083,At least once,Latvia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,36.0
3084,At least once,Latvia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,21.7
3085,At least once,Latvia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,9.9
3086,At least once,Latvia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,5.2
3087,At least once,Latvia,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,67.3
3088,At least once,Latvia,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,60.2
3089,At least once,Latvia,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,42.4
3090,At least once,Latvia,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,58.5
3091,At least once,Latvia,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,47.9
3092,At least once,Latvia,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,47.7
3093,At least once,Latvia,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,36.3
3094,At least once,Latvia,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,14.8
3095,At least once,Latvia,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,8.3
3096,At least once,Lithuania,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,53.4
3097,At least once,Lithuania,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,48.7
3098,At least once,Lithuania,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,24.9
3099,At least once,Lithuania,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,36.7
3100,At least once,Lithuania,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,26.2
3101,At least once,Lithuania,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,31.2
3102,At least once,Lithuania,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,15.1
3103,At least once,Lithuania,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,6.3
3104,At least once,Lithuania,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,1.4
3105,At least once,Lithuania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,51.5
3106,At least once,Lithuania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,47.0
3107,At least once,Lithuania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,19.5
3108,At least once,Lithuania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,20.3
3109,At least once,Lithuania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,14.3
3110,At least once,Lithuania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,15.4
3111,At least once,Lithuania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,3.3
3112,At least once,Lithuania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,6.1
3113,At least once,Lithuania,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,0.2
3114,At least once,Lithuania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,54.3
3115,At least once,Lithuania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,51.7
3116,At least once,Lithuania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,22.2
3117,At least once,Lithuania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,38.8
3118,At least once,Lithuania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,20.8
3119,At least once,Lithuania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,24.4
3120,At least once,Lithuania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,12.5
3121,At least once,Lithuania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,5.6
3122,At least once,Lithuania,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,1.9
3123,At least once,Lithuania,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,56.4
3124,At least once,Lithuania,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,45.4
3125,At least once,Lithuania,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,33.7
3126,At least once,Lithuania,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,38.7
3127,At least once,Lithuania,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,37.2
3128,At least once,Lithuania,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,45.8
3129,At least once,Lithuania,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,24.2
3130,At least once,Lithuania,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,8.4
3131,At least once,Lithuania,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,4.4
3132,At least once,Luxembourg,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,58.2
3133,At least once,Luxembourg,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,53.3
3134,At least once,Luxembourg,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,40.5
3135,At least once,Luxembourg,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,41.4
3136,At least once,Luxembourg,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,41.2
3137,At least once,Luxembourg,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,43.6
3138,At least once,Luxembourg,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,38.1
3139,At least once,Luxembourg,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,30.9
3140,At least once,Luxembourg,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,14.8
3141,At least once,Luxembourg,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,56.5
3142,At least once,Luxembourg,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,53.2
3143,At least once,Luxembourg,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,34.0
3144,At least once,Luxembourg,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,32.8
3145,At least once,Luxembourg,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,33.5
3146,At least once,Luxembourg,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,35.8
3147,At least once,Luxembourg,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,31.5
3148,At least once,Luxembourg,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,25.3
3149,At least once,Luxembourg,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,11.8
3150,At least once,Luxembourg,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,57.1
3151,At least once,Luxembourg,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,50.8
3152,At least once,Luxembourg,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,44.2
3153,At least once,Luxembourg,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,42.8
3154,At least once,Luxembourg,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,44.7
3155,At least once,Luxembourg,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,49.1
3156,At least once,Luxembourg,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,41.6
3157,At least once,Luxembourg,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,34.5
3158,At least once,Luxembourg,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,20.7
3159,At least once,Luxembourg,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,71.1
3160,At least once,Luxembourg,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,58.3
3161,At least once,Luxembourg,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,45.3
3162,At least once,Luxembourg,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,44.1
3163,At least once,Luxembourg,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,45.1
3164,At least once,Luxembourg,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,46.0
3165,At least once,Luxembourg,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,44.6
3166,At least once,Luxembourg,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,39.1
3167,At least once,Luxembourg,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,18.6
3168,At least once,Hungary,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,50.9
3169,At least once,Hungary,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,45.4
3170,At least once,Hungary,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,25.0
3171,At least once,Hungary,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,34.1
3172,At least once,Hungary,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,25.4
3173,At least once,Hungary,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,30.0
3174,At least once,Hungary,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,17.0
3175,At least once,Hungary,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,10.0
3176,At least once,Hungary,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,3.2
3177,At least once,Hungary,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,45.0
3178,At least once,Hungary,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,41.5
3179,At least once,Hungary,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,15.5
3180,At least once,Hungary,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,21.7
3181,At least once,Hungary,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,10.7
3182,At least once,Hungary,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,12.1
3183,At least once,Hungary,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,6.3
3184,At least once,Hungary,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,6.6
3185,At least once,Hungary,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,2.0
3186,At least once,Hungary,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,54.4
3187,At least once,Hungary,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,48.5
3188,At least once,Hungary,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,25.4
3189,At least once,Hungary,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,33.4
3190,At least once,Hungary,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,24.6
3191,At least once,Hungary,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,29.2
3192,At least once,Hungary,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,16.8
3193,At least once,Hungary,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,8.1
3194,At least once,Hungary,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,3.0
3195,At least once,Hungary,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,53.1
3196,At least once,Hungary,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,41.3
3197,At least once,Hungary,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,33.6
3198,At least once,Hungary,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,39.2
3199,At least once,Hungary,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,35.8
3200,At least once,Hungary,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,41.5
3201,At least once,Hungary,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,26.5
3202,At least once,Hungary,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,20.9
3203,At least once,Hungary,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,8.4
3204,At least once,Malta,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,37.2
3205,At least once,Malta,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,36.5
3206,At least once,Malta,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,21.8
3207,At least once,Malta,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,31.7
3208,At least once,Malta,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,23.0
3209,At least once,Malta,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,25.1
3210,At least once,Malta,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,14.9
3211,At least once,Malta,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,10.0
3212,At least once,Malta,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,4.0
3213,At least once,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,27.0
3214,At least once,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,27.9
3215,At least once,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,14.7
3216,At least once,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,26.0
3217,At least once,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,17.2
3218,At least once,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,20.3
3219,At least once,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,11.8
3220,At least once,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,8.8
3221,At least once,Malta,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,3.1
3222,At least once,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,40.7
3223,At least once,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,38.9
3224,At least once,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,31.5
3225,At least once,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,33.5
3226,At least once,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,29.0
3227,At least once,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,30.6
3228,At least once,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,21.4
3229,At least once,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,11.6
3230,At least once,Malta,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,13.0
3231,At least once,Malta,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,41.0
3232,At least once,Malta,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,41.9
3233,At least once,Malta,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,32.2
3234,At least once,Malta,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,36.8
3235,At least once,Malta,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,32.6
3236,At least once,Malta,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,30.7
3237,At least once,Malta,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,26.6
3238,At least once,Malta,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,19.4
3239,At least once,Malta,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,8.6
3240,At least once,Netherlands,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,64.2
3241,At least once,Netherlands,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,61.8
3242,At least once,Netherlands,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,53.6
3243,At least once,Netherlands,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,57.6
3244,At least once,Netherlands,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,56.0
3245,At least once,Netherlands,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,62.6
3246,At least once,Netherlands,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,48.9
3247,At least once,Netherlands,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,50.3
3248,At least once,Netherlands,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,24.9
3249,At least once,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,59.1
3250,At least once,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,57.1
3251,At least once,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,44.5
3252,At least once,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,52.7
3253,At least once,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,47.6
3254,At least once,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,50.0
3255,At least once,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,45.4
3256,At least once,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,50.1
3257,At least once,Netherlands,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,19.0
3258,At least once,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,67.1
3259,At least once,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,62.8
3260,At least once,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,55.3
3261,At least once,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,53.5
3262,At least once,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,55.3
3263,At least once,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,63.6
3264,At least once,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,48.1
3265,At least once,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,53.6
3266,At least once,Netherlands,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,30.8
3267,At least once,Netherlands,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,62.3
3268,At least once,Netherlands,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,62.9
3269,At least once,Netherlands,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,58.2
3270,At least once,Netherlands,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,61.5
3271,At least once,Netherlands,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,60.5
3272,At least once,Netherlands,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,66.1
3273,At least once,Netherlands,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,52.8
3274,At least once,Netherlands,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,46.2
3275,At least once,Netherlands,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,32.3
3276,At least once,Austria,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,50.8
3277,At least once,Austria,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,48.1
3278,At least once,Austria,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,35.8
3279,At least once,Austria,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,42.7
3280,At least once,Austria,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,37.6
3281,At least once,Austria,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,40.1
3282,At least once,Austria,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,32.2
3283,At least once,Austria,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,25.1
3284,At least once,Austria,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,14.3
3285,At least once,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,46.9
3286,At least once,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,41.2
3287,At least once,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,22.6
3288,At least once,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,19.5
3289,At least once,Austria,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,19.6
